crsyr1,origin_loc,cross_loc,us_loc
1996,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1972,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1995,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2001,Puebla,"Mexicali, Baja California del Norte","Orange County, CA "
1984,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1978,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2007,Puebla,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Puebla,"Tecate, Baja California del Norte","Los Angeles-Long Beach, CA "
1978,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1999,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1994,Puebla,"Tijuana, Baja California del Norte","Stockton-Lodi, CA "
1997,Puebla,"Tijuana, Baja California del Norte",
2004,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","New York, NY "
2009,Puebla,"Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1995,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1995,Puebla,"Tijuana, Baja California del Norte","Stockton-Lodi, CA "
1999,Puebla,"Nuevo Laredo, Tamaulipas","Stockton-Lodi, CA "
1989,Puebla,"Tijuana, Baja California del Norte",
1995,", Puebla","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2004,Puebla,"Altar, Sonora","Miami, FL "
1992,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2009,Puebla,"Tijuana, Baja California del Norte","Stockton-Lodi, CA "
2007,Puebla,"Nogales, Sonora","Los Angeles-Long Beach, CA "
2000,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Puebla,"Agua Prieta, Sonora","Los Angeles-Long Beach, CA "
1984,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Puebla,"General Plutarco Elías Calles, Sonora","Los Angeles-Long Beach, CA "
2000,Puebla,"General Plutarco Elías Calles, Sonora","Los Angeles-Long Beach, CA "
1989,Puebla,"Tijuana, Baja California del Norte",
1999,Puebla,"Nogales, Sonora","Stockton-Lodi, CA "
1998,Puebla,"Tijuana, Baja California del Norte","Stockton-Lodi, CA "
1988,Puebla,"General Plutarco Elías Calles, Sonora","Los Angeles-Long Beach, CA "
2000,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2013,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Querétaro,"General Plutarco Elías Calles, Sonora",
1994,Querétaro,"Agua Prieta, Sonora",
1999,"Querétaro, Querétaro","Agua Prieta, Sonora",
1990,Querétaro,"General Plutarco Elías Calles, Sonora",
1995,Querétaro,"General Plutarco Elías Calles, Sonora",
1978,Querétaro,"Agua Prieta, Sonora",
2002,"Querétaro, Querétaro",", Coahuila de Zaragoza",
1987,Querétaro,"General Plutarco Elías Calles, Sonora",
2000,Querétaro,"Agua Prieta, Sonora",
2000,"Querétaro, Querétaro","Agua Prieta, Sonora",
2005,"Querétaro, Querétaro","Agua Prieta, Sonora",
1984,Querétaro,"General Plutarco Elías Calles, Sonora",
1997,Querétaro,"Agua Prieta, Sonora",
2008,Querétaro,"General Plutarco Elías Calles, Sonora",
1987,"Cuautitlán Izcalli, México","General Plutarco Elías Calles, Sonora",
2007,Querétaro,"General Plutarco Elías Calles, Sonora",
1998,Querétaro,"Agua Prieta, Sonora",
1995,"Querétaro, Querétaro","Agua Prieta, Sonora",
1982,Querétaro,"General Plutarco Elías Calles, Sonora",
1996,Querétaro,"Agua Prieta, Sonora",
1991,Querétaro,"General Plutarco Elías Calles, Sonora",
1999,Querétaro,"Agua Prieta, Sonora","Phoenix-Mesa, AZ "
2009,Querétaro,"General Plutarco Elías Calles, Sonora",
1972,Querétaro,"General Plutarco Elías Calles, Sonora","Phoenix-Mesa, AZ "
1972,"Torreón, Coahuila de Zaragoza","General Plutarco Elías Calles, Sonora","Phoenix-Mesa, AZ "
1968,Nayarit,"San Luis Río Colorado, Sonora","Yuma, AZ "
1985,Querétaro,"Agua Prieta, Sonora",
1971,"Tepalcatepec, Michoacán","Altar, Sonora","Phoenix-Mesa, AZ "
1989,Querétaro,"General Plutarco Elías Calles, Sonora",
1982,"Torreón, Coahuila de Zaragoza","San Luis Río Colorado, Sonora",
2002,Querétaro,"Agua Prieta, Sonora",
1998,Querétaro,"Agua Prieta, Sonora",
1978,Querétaro,"General Plutarco Elías Calles, Sonora",
1993,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,"Tampico, Tamaulipas","Tijuana, Baja California del Norte","Las Vegas, NV-AZ "
1984,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1997,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1996,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2010,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2009,Puebla,"General Plutarco Elías Calles, Sonora","Las Vegas, NV-AZ "
2005,"Chilapa de Álvarez, Guerrero","Juárez, Chihuahua","Santa Barbara-Santa Maria-Lompoc, CA "
1998,Puebla,"Agua Prieta, Sonora","Los Angeles-Long Beach, CA "
2002,Puebla,"Agua Prieta, Sonora","Sacramento, CA "
2002,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2007,Puebla,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1983,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,"Centro, Tabasco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Puebla,"Altar, Sonora","Los Angeles-Long Beach, CA "
1986,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2006,Puebla,"General Plutarco Elías Calles, Sonora",
1998,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2003,Puebla,"General Plutarco Elías Calles, Sonora","Los Angeles-Long Beach, CA "
1978,Morelos,"Tijuana, Baja California del Norte","Fresno, CA "
2006,Morelos,"Piedras Negras, Coahuila de Zaragoza",
2016,Morelos,"Nogales, Sonora","Minneapolis-St. Paul, MN-WI "
1994,Morelos,"Nogales, Sonora","New York, NY "
1995,Distrito Federal,"Tijuana, Baja California del Norte","Orange County, CA "
1992,Morelos,"Agua Prieta, Sonora","Portland-Vancouver, OR-WA "
1997,Morelos,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA "
1997,Morelos,"Agua Prieta, Sonora",
1996,Morelos,"Tijuana, Baja California del Norte","Ventura, CA "
1998,Morelos,"Tijuana, Baja California del Norte","Ventura, CA "
1992,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
1995,Morelos,"Piedras Negras, Coahuila de Zaragoza",
2000,Morelos,"Juárez, Chihuahua","Minneapolis-St. Paul, MN-WI "
2000,Morelos,"Nogales, Sonora",
2005,Morelos,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1969,Morelos,"Piedras Negras, Coahuila de Zaragoza","Minneapolis-St. Paul, MN-WI "
1996,Morelos,"Piedras Negras, Coahuila de Zaragoza","Minneapolis-St. Paul, MN-WI "
2000,Morelos,"Nogales, Sonora","Minneapolis-St. Paul, MN-WI "
2009,Morelos,"Reynosa, Tamaulipas","Dallas, TX "
1988,Morelos,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Morelos,"Nogales, Sonora","Philadelphia, PA-NJ "
1985,Morelos,"Juárez, Chihuahua","Minneapolis-St. Paul, MN-WI "
2002,Morelos,"Nogales, Sonora",
1983,Morelos,"Tijuana, Baja California del Norte","New York, NY "
1986,Morelos,"Tijuana, Baja California del Norte","New York, NY "
1996,Morelos,"Tijuana, Baja California del Norte","San Diego, CA "
1987,Morelos,"Tijuana, Baja California del Norte","New York, NY "
1995,"Cuautitlán, México","Tijuana, Baja California del Norte","Hamilton-Middletown, OH "
1993,", México","Tijuana, Baja California del Norte","Dallas, TX "
2009,Morelos,"Juárez, Chihuahua","Dallas, TX "
1987,Morelos,"Juárez, Chihuahua","Chicago, IL "
1986,Morelos,"Tijuana, Baja California del Norte","San Diego, CA "
1999,Morelos,"Juárez, Chihuahua","Minneapolis-St. Paul, MN-WI "
2004,Morelos,"Juárez, Chihuahua","Dallas, TX "
1997,Morelos,"Juárez, Chihuahua","Minneapolis-St. Paul, MN-WI "
2001,Morelos,"Juárez, Chihuahua","Dallas, TX "
1993,"Cuautla, Morelos","Tijuana, Baja California del Norte","Dallas, TX "
1996,Morelos,"Agua Prieta, Sonora","Dallas, TX "
1996,"Cuautla, Morelos","Agua Prieta, Sonora","Dallas, TX "
1996,Morelos,"Agua Prieta, Sonora","Denver, CO "
1989,Morelos,"Tijuana, Baja California del Norte","Dallas, TX "
1991,Morelos,"Tijuana, Baja California del Norte","Minneapolis-St. Paul, MN-WI "
1994,Morelos,"Tijuana, Baja California del Norte","Wichita, KS "
1983,"Atizapán de Zaragoza, México","Agua Prieta, Sonora","Austin-San Marcos, TX "
2003,Morelos,"Juárez, Chihuahua","Dallas, TX "
1989,"Gustavo A. Madero, Distrito Federal",", Coahuila de Zaragoza","Dallas, TX "
1980,Morelos,", Coahuila de Zaragoza","Dallas, TX "
2002,Morelos,"Juárez, Chihuahua",
1990,Morelos,"Juárez, Chihuahua","Dallas, TX "
1989,Morelos,", Coahuila de Zaragoza","Dallas, TX "
1995,Morelos,"Juárez, Chihuahua","Dallas, TX "
1998,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
1999,Distrito Federal,"Nogales, Sonora","Minneapolis-St. Paul, MN-WI "
2008,Morelos,"Nogales, Sonora","Minneapolis-St. Paul, MN-WI "
2003,Morelos,"Cananea, Sonora","Columbus, OH "
2001,Morelos,"Saltillo, Coahuila de Zaragoza","New York, NY "
1996,"Irapuato, Guanajuato","Reynosa, Tamaulipas","Melbourne-Titusville-Palm Bay, FL "
2007,Morelos,"Tijuana, Baja California del Norte",
2004,Morelos,"Tijuana, Baja California del Norte","Oakland, CA "
2005,Morelos,"Tijuana, Baja California del Norte","New York, NY "
2002,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
2001,"Ciudad de México, Distrito Federal","Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
2003,Morelos,"Tijuana, Baja California del Norte","New York, NY "
1997,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
2005,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
1999,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
2000,Morelos,"Juárez, Chihuahua","New York, NY "
2004,Distrito Federal,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
2008,Morelos,"Nuevo Laredo, Tamaulipas",
1994,Morelos,"Nuevo Laredo, Tamaulipas","Austin-San Marcos, TX "
2008,Morelos,"Tijuana, Baja California del Norte",
1995,Morelos,"Piedras Negras, Coahuila de Zaragoza",
1994,Morelos,"Agua Prieta, Sonora","Minneapolis-St. Paul, MN-WI "
1971,Morelos,"Juárez, Chihuahua","Chicago, IL "
2001,Morelos,"Piedras Negras, Coahuila de Zaragoza","Janesville-Beloit, WI "
2000,Morelos,"Piedras Negras, Coahuila de Zaragoza",
2001,Morelos,"Agua Prieta, Sonora",
1978,Morelos,"Tijuana, Baja California del Norte","New York, NY "
1999,Morelos,"Agua Prieta, Sonora","New York, NY "
2007,Morelos,"Piedras Negras, Coahuila de Zaragoza",
2000,Morelos,"Nogales, Sonora","Minneapolis-St. Paul, MN-WI "
2000,Morelos,"Agua Prieta, Sonora","Atlanta, GA "
1986,Yucatán,"Tijuana, Baja California del Norte","Orange County, CA "
2012,Yucatán,"Nogales, Sonora","San Francisco, CA "
2005,Yucatán,"Juárez, Chihuahua","San Francisco, CA "
1997,Yucatán,"Nogales, Sonora","San Francisco, CA "
2002,Yucatán,"Agua Prieta, Sonora","San Francisco, CA "
2011,"Othon P. Blanco, Quintana Roo","Tijuana, Baja California del Norte","Santa Rosa, CA "
1994,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA "
1991,"Othon P. Blanco, Quintana Roo","Mexicali, Baja California del Norte","San Francisco, CA "
2004,Yucatán,"Hermosillo, Sonora","San Francisco, CA "
1987,Yucatán,"Tijuana, Baja California del Norte","Sacramento, CA "
2004,Yucatán,"Tecate, Baja California del Norte","San Francisco, CA "
2007,Yucatán,"Mexicali, Baja California del Norte","San Francisco, CA "
1989,"Benito Juárez, Quintana Roo","Tijuana, Baja California del Norte","Dallas, TX "
1993,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA "
1990,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA "
1980,", Yucatán","Tecate, Baja California del Norte","San Francisco, CA "
1995,Yucatán,"Mexicali, Baja California del Norte","San Francisco, CA "
2014,Yucatán,"Tijuana, Baja California del Norte",
1975,"Gustavo A. Madero, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,Querétaro,"San Luis Río Colorado, Sonora","Austin-San Marcos, TX "
2005,"San Ciro de Acosta, San Luis Potosí","Nuevo Laredo, Tamaulipas",
1995,México,"Matamoros, Tamaulipas","Memphis, TN-AR-MS "
1973,Guerrero,", Coahuila de Zaragoza","Houston, TX "
1993,"Ecatepec de Morelos, México","Juárez, Chihuahua",
1994,"Ecatepec de Morelos, México","Matamoros, Tamaulipas","Memphis, TN-AR-MS "
1987,Querétaro,"Juárez, Chihuahua","Dallas, TX "
1988,Querétaro,"Tijuana, Baja California del Norte","Dallas, TX "
1996,Querétaro,", Coahuila de Zaragoza","Miami, FL "
1992,Querétaro,"Reynosa, Tamaulipas","Houston, TX "
1969,Querétaro,", Coahuila de Zaragoza","Houston, TX "
1970,Querétaro,"Ojinaga, Chihuahua","Dallas, TX "
1992,Querétaro,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1991,Querétaro,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1993,"Querétaro, Querétaro",", Coahuila de Zaragoza","Dallas, TX "
1993,Querétaro,", Coahuila de Zaragoza","Houston, TX "
1979,Querétaro,"Piedras Negras, Coahuila de Zaragoza","Austin-San Marcos, TX "
2005,Querétaro,", Coahuila de Zaragoza",
1966,Querétaro,", Coahuila de Zaragoza","San Antonio, TX "
1993,Distrito Federal,", Coahuila de Zaragoza","Kansas City, MO-KS "
1985,"Cuernavaca, Morelos","Tijuana, Baja California del Norte","Dallas, TX "
1978,Querétaro,", Coahuila de Zaragoza",
1990,Distrito Federal,"Matamoros, Tamaulipas","Houston, TX "
1993,Querétaro,"Nuevo Laredo, Tamaulipas","Houston, TX "
1992,Querétaro,"Piedras Negras, Coahuila de Zaragoza",
1969,Querétaro,"Nuevo Laredo, Tamaulipas","Houston, TX "
1998,Querétaro,", Coahuila de Zaragoza","Memphis, TN-AR-MS "
1999,"San Luis Potosí, San Luis Potosí","Piedras Negras, Coahuila de Zaragoza","Kansas City, MO-KS "
1985,Querétaro,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1975,"Gustavo A. Madero, Distrito Federal",", Coahuila de Zaragoza",
2010,Querétaro,"Reynosa, Tamaulipas",
1994,Querétaro,"Matamoros, Tamaulipas",
1979,Querétaro,"Matamoros, Tamaulipas","El Paso, TX "
1966,Querétaro,"Tijuana, Baja California del Norte","Dallas, TX "
2005,Querétaro,"Tijuana, Baja California del Norte","Miami, FL "
2013,Querétaro,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1997,Querétaro,"Tijuana, Baja California del Norte","Miami, FL "
2006,Querétaro,"Matamoros, Tamaulipas","Savannah, GA "
1976,", México","Tijuana, Baja California del Norte","Dallas, TX "
1987,"Querétaro, Querétaro","Matamoros, Tamaulipas","Miami, FL "
1989,Querétaro,"Matamoros, Tamaulipas","Miami, FL "
1990,Distrito Federal,"Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX "
2001,Querétaro,"Reynosa, Tamaulipas","Naples, FL "
1982,"Jalpan de Serra, Querétaro","Reynosa, Tamaulipas","Houston, TX "
1988,Querétaro,"Reynosa, Tamaulipas","Dallas, TX "
1972,Querétaro,", Coahuila de Zaragoza","Fort Worth-Arlington, TX "
1996,Querétaro,"Matamoros, Tamaulipas","Miami, FL "
2005,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2009,Oaxaca,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1999,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1996,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1978,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2001,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2003,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,Oaxaca,"Tecate, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1978,Oaxaca,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
